sentence,sentiment,topic,split,source,processed_text
"nội dung chưa được truyền đạt đến sinh viên theo cách hấp dẫn , trực tiếp mà nhàm chán , dễ gây tâm lý bối rối với nhiều kiến thức liên kết rời rạc .",negative,lecturer,train,UIT-VSFC,nội_dung chưa truyền_đạt sinh_viên cách hấp_dẫn trực_tiếp nhàm chán dễ gây tâm_lý bối_rối nhiều kiến_thức liên_kết rời_rạc
vui .,positive,lecturer,train,UIT-VSFC,vui
"nhiệt tình và vui vẻ với sinh viên , giảng bài kỹ .",positive,lecturer,train,UIT-VSFC,nhiệt_tình vui_vẻ sinh_viên giảng bài kỹ
thầy rất thường xuyên kể về các câu chuyện cá nhân mặc dù không sinh viên nào yêu cầu và quan tâm .,negative,lecturer,train,UIT-VSFC,thầy thường_xuyên kể câu_chuyện cá_nhân mặc_dù không sinh_viên nào yêu_cầu quan_tâm
"nên cập nhật giáo trình đầy đủ , nội dung môn học nên cải tiến , phần thực hành nên hiệu chỉnh để thống nhất với lý thuyết .",negative,training_program,train,UIT-VSFC,cập_nhật giáo_trình đầy_đủ nội_dung môn_học cải_tiến phần thực_hành hiệu_chỉnh thống_nhất lý_thuyết
không ý kiến thêm .,neutral,others,train,UIT-VSFC,không ý_kiến thêm
"theo ý kiến của em doubledot nếu như đầu ra tốt nghiệp là bằng cấp theo các chương trình ngoại ngữ bằng cấp toeic hay ielts thì em nghĩ là nên để phần đó cho các bạn sinh viên tự lo vì học av1 , av2 , av3 rồi lại phải học thêm mấy cái toeic với ielts thì mất một khoảng thời gian .",negative,training_program,train,UIT-VSFC,ý_kiến doubledot đầu tốt_nghiệp bằng_cấp chương_trình ngoại_ngữ bằng_cấp toeic ielts nghĩ phần sinh_viên tự lo học av1 av2 av3 rồi phải học thêm mấy cái toeic ielts mất khoảng thời_gian
các deadline thời gian hơi ít .,negative,training_program,train,UIT-VSFC,deadline thời_gian hơi ít
"mong ở những môn học tới , với kiến thức và kinh nghiệm của mình thêm với sự tương tác và sắp xếp thời gian , thầy sẽ mang đến những tiết học bổ ích và hiệu quả nhất cho học viên của mình .",negative,training_program,train,UIT-VSFC,mong môn_học tới kiến_thức kinh_nghiệm mình thêm sự tương_tác sắp_xếp thời_gian thầy mang tiết_học bổ_ích hiệu_quả nhất học_viên mình
môn này không nên có hình thức thực hành 2 không hiệu quả .,negative,training_program,train,UIT-VSFC,môn không hình_thức thực_hành 2 không hiệu_quả
"cứ mặc kệ mấy cái báo cáo nhảm nhỉ của cái đợt hợp vừa rồi , cá nhân em rất thích được học với thầy .",positive,lecturer,train,UIT-VSFC,cứ mặc_kệ mấy cái báo_cáo nhảm_nhỉ cái đợt hợp vừa_rồi cá_nhân thích học thầy
thầy nói hơi nhỏ và đều đều nên rất dễ buồn ngủ .,negative,lecturer,train,UIT-VSFC,thầy nói hơi nhỏ dễ buồn ngủ
"em không thể đi học môn wzjwz75 , nên học kỳ này sẽ nợ môn này .",negative,others,train,UIT-VSFC,không_thể đi học môn wzjwz75 học_kỳ nợ môn
ra đề thực hành sát với nội dung ôn tập .,neutral,lecturer,train,UIT-VSFC,đề_thực_hành_sát nội_dung ôn_tập
"giảng viên truyền đạt tốt , rất dễ hiểu .",positive,lecturer,train,UIT-VSFC,giảng_viên truyền_đạt tốt dễ hiểu
dạy nhiệt tình nên hay lấn giờ quá tiết .,negative,lecturer,train,UIT-VSFC,dạy nhiệt_tình lấn giờ quá tiết
giáo viên cho giảng dạy tận tình .,positive,lecturer,train,UIT-VSFC,giáo_viên giảng_dạy tận_tình
đồ án thầy yêu cầu khó thực hiện vì toàn là bài báo khoa học có nội dung trừu tượng .,negative,lecturer,train,UIT-VSFC,đồ_án thầy yêu_cầu khó thực_hiện toàn bài báo khoa_học nội_dung trừu_tượng
thầy sử dụng thời gian dạy tốt .,positive,lecturer,train,UIT-VSFC,thầy sử_dụng thời_gian dạy tốt
"thầy wzjwz205 rất nhiệt tình với sinh viên , luôn cung cấp kiến thức cập nhật và thực tiễn .",positive,lecturer,train,UIT-VSFC,thầy wzjwz205 nhiệt_tình sinh_viên luôn cung_cấp kiến_thức cập_nhật thực_tiễn
tài liệu và giảng viên nhiệt tình .,positive,training_program,train,UIT-VSFC,tài_liệu giảng_viên nhiệt_tình
"thầy dạy tâm huyết với sinh viên , dạy cho sinh viên rất nhiều kiến thức bổ ích !",positive,lecturer,train,UIT-VSFC,thầy dạy tâm_huyết sinh_viên dạy sinh_viên nhiều kiến_thức bổ_ích
thầy giúp sinh viên luyện tập rất nhiệt tình .,positive,lecturer,train,UIT-VSFC,thầy giúp sinh_viên luyện_tập nhiệt_tình
"khi có thông báo nghỉ , cần cập nhập thông tin trên web của khoa wzjwz158 .",negative,training_program,train,UIT-VSFC,thông_báo nghỉ cần cập_nhập thông_tin web_khoa wzjwz158
"kiến thức truyền đạt còn ít , thời gian lên lớp thường trễ .",negative,lecturer,train,UIT-VSFC,kiến_thức truyền_đạt còn ít thời_gian lên lớp thường trễ
em nghĩ nên thi thực hành thay vì lý thuyết cuối kỳ .,negative,training_program,train,UIT-VSFC,nghĩ thi_thực_hành thay lý_thuyết cuối kỳ
khi sinh viên nhờ thầy giải một bài tập để làm mẫu nhưng không nhận được bất kỳ bài giải nào từ thầy .,negative,lecturer,train,UIT-VSFC,sinh_viên nhờ thầy giải bài_tập làm mẫu không nhận bất_kỳ bài giải nào thầy
thời lượng thi ít khiến nhiều câu bỏ trống .,negative,training_program,train,UIT-VSFC,thời lượng thi ít khiến nhiều câu bỏ trống
cách thầy dạy môn này trong kỳ trước em không được biết chỉ được nghe từ các bạnem đã cảm thấy vui khi được học với thầy .,positive,lecturer,train,UIT-VSFC,cách thầy dạy môn kỳ không biết nghe bạnem cảm_thấy vui_học thầy
"thường xuyên nghỉ học không thông báo , lên lớp trễ .",negative,lecturer,train,UIT-VSFC,thường_xuyên nghỉ học không thông_báo lên lớp trễ
cô giáo rất tận tình và có phương pháp giảng dạy rất tốt đối với sinh viên .,positive,lecturer,train,UIT-VSFC,cô_giáo tận_tình phương_pháp giảng_dạy tốt đối_sinh_viên
giảng viên luôn vui vẻ và tận tình giúp đỡ sinh viên .,positive,lecturer,train,UIT-VSFC,giảng_viên luôn vui_vẻ tận_tình giúp_đỡ sinh_viên
dùng lời lẽ để ép buộc sinh viên .,negative,lecturer,train,UIT-VSFC,dùng lời_lẽ ép_buộc sinh_viên
"những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 .",negative,others,train,UIT-VSFC,thứ không đủ làm bài thực_hành tuần 5 tuần 6 tuần 7
bài tập deadline quá nhiều mà thời gian lại quá ngắn .,negative,training_program,train,UIT-VSFC,bài_tập deadline quá nhiều thời_gian quá ngắn
nên rút gọn kiến thức lại .,negative,training_program,train,UIT-VSFC,rút gọn kiến_thức
đan xen những câu chuyện thực tiễn trong lúc học .,positive,lecturer,train,UIT-VSFC,đan_xen câu_chuyện thực_tiễn lúc học
thầy không chú trọng đến kết quả tốt hay không mà khuyến khích sinh viên làm việc hết khả năng của mình .,positive,lecturer,train,UIT-VSFC,thầy không chú_trọng kết_quả tốt không khuyến_khích sinh_viên làm hết khả_năng mình
không có hoạt động không hài lòng .,neutral,others,train,UIT-VSFC,không hoạt_động không hài_lòng
"có nhiều nội dung liên quan tới thực tiễn , có thể áp dụng vào thực tế sau này .",positive,training_program,train,UIT-VSFC,nhiều nội_dung liên_quan tới thực_tiễn_thể áp_dụng thực_tế
"vào lớp muộn , cho ra trễ .",negative,lecturer,train,UIT-VSFC,lớp muộn trễ
"thầy vui tính , thường xuyên cho bài tập cho sinh viên .",positive,lecturer,train,UIT-VSFC,thầy vui_tính thường_xuyên bài_tập sinh_viên
sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82 .,negative,others,train,UIT-VSFC,sinh_viên trường wzjwz80 chúng_ta hoàn_toàn không đánh_giá cao so sinh_viên wzjwz81 wzjwz82
"giảng viên vui vẻ , giảng dạy tận tâm .",positive,lecturer,train,UIT-VSFC,giảng_viên vui_vẻ giảng_dạy tận_tâm
"giáo viên lên lớp đầy đủ , tận tâm , nhiệt tình trong giảng dạy .",positive,lecturer,train,UIT-VSFC,giáo_viên lên_lớp đầy_đủ tận_tâm nhiệt_tình giảng_dạy
"phương pháp giảng dạy ( cụ thể là cách truyền đạt ) của thầy đơn giản , dễ hiểu và hiệu quả .",positive,lecturer,train,UIT-VSFC,phương_pháp giảng_dạy cụ_thể cách truyền_đạt thầy đơn_giản dễ hiểu hiệu_quả
"phát âm thuật ngữ tiếng anh không chuẩn , khó phân biệt khi nghe giảng .",negative,lecturer,train,UIT-VSFC,phát âm_thuật_ngữ tiếng anh không chuẩn khó phân_biệt nghe giảng
"giảng viên dạy tâm huyết , nhiệt tình , bài tập cụ thể rõ ràng .",positive,lecturer,train,UIT-VSFC,giảng_viên dạy tâm_huyết nhiệt_tình bài_tập cụ_thể rõ_ràng
thầy có đi dạy trễ .,negative,lecturer,train,UIT-VSFC,thầy đi dạy trễ
"có thể nói học nhập môn lập trình gặp được cô là một điều vô cùng may mắn , cảm ơn cô nhiều .",positive,lecturer,train,UIT-VSFC,thể nói học nhập_môn lập_trình gặp cô điều vô may_mắn cảm_ơn cô nhiều
cô wzjwz195 thật tuyệt vời .,positive,lecturer,train,UIT-VSFC,cô wzjwz195 thật tuyệt_vời
nếu thầy có thể đến sớm để dạy cho sinh viên có thể nghĩ trưa được nhiều hơn .,negative,lecturer,train,UIT-VSFC,thầy_thể sớm dạy sinh_viên_thể nghĩ trưa nhiều hơn
thầy thường xuyên nghỉ mà không thông báo .,negative,lecturer,train,UIT-VSFC,thầy thường_xuyên nghỉ không thông_báo
"cách giảng dạy đơn giản , ngắn gọn nhưng dễ tiếp thu .",positive,lecturer,train,UIT-VSFC,cách giảng_dạy đơn_giản ngắn_gọn dễ tiếp_thu
bài giảng chưa thật sự thu hút .,negative,lecturer,train,UIT-VSFC,bài giảng chưa thật_sự thu_hút
"giảng dạy chi tiết , dễ hiểu .",positive,lecturer,train,UIT-VSFC,giảng_dạy chi_tiết dễ hiểu
điểm làm đồ án nên trên 50% thì sẽ có tính thực tiễn hơn .,negative,training_program,train,UIT-VSFC,điểm làm đồ_án 50 tính thực_tiễn hơn
phòng học oi bức .,negative,facility,train,UIT-VSFC,phòng học oi_bức
kích thích sự đam mê cho các sinh viên .,positive,lecturer,train,UIT-VSFC,kích_thích sự đam_mê sinh_viên
"không dạy vào trọng tâm chương trình , sử dụng giáo trình mà thường đi lan man .",negative,training_program,train,UIT-VSFC,không dạy trọng_tâm chương_trình sử_dụng giáo_trình thường đi lan_man
"tận tâm , chu đáo .",positive,lecturer,train,UIT-VSFC,tận_tâm chu_đáo
"thầy rất hay nói thêm về các tài liệu tiếng anh , các kiến thức mà sách tiếng việt không đề cập , bổ sung nhiều kiến thức hay cho sinh viên .",positive,lecturer,train,UIT-VSFC,thầy nói thêm tài_liệu tiếng anh kiến_thức sách tiếng việt không đề_cập bổ_sung nhiều kiến_thức sinh_viên
"thầy nên cho nhiều ví dụ liên quan đến bài học hơn , và nên có hình thức làm và nộp bài tập hàng tuần .",negative,lecturer,train,UIT-VSFC,thầy nhiều ví_dụ liên_quan bài_học hơn hình_thức làm nộp bài_tập hàng tuần
"phòng thực hành khoa wzjwz70 máy hư tùm lum , không hiểu sao phòng thực hành mấy khoa khác như wzjwz71 , wzjwz72 đầu tư mới với tốt hơn nhiều .",negative,facility,train,UIT-VSFC,phòng thực_hành_khoa wzjwz70 máy hư tùm_lum không hiểu sao phòng thực_hành mấy khoa khác wzjwz71 wzjwz72 đầu_tư mới tốt hơn nhiều
"thầy đi dạy rất đúng giờ , giảng dạy nhiệt tình .",positive,lecturer,train,UIT-VSFC,thầy đi dạy đúng giờ giảng_dạy nhiệt_tình
tên thầy dài quá nhưng em nhớ nó như một món quà dành cho thầy .,neutral,others,train,UIT-VSFC,tên thầy dài quá nhớ nó món quà dành thầy
"luôn quan tâm sinh viên , dạy kiến thức hay , dễ hiểu .",positive,lecturer,train,UIT-VSFC,luôn quan_tâm sinh_viên dạy kiến_thức dễ hiểu
"thầy giảng dạy nhiệt tình , tận tụy , tận tình hướng dẫn .",positive,lecturer,train,UIT-VSFC,thầy giảng_dạy nhiệt_tình tận tụy tận_tình hướng_dẫn
mong các môn thực hành cách tuần sẽ chuyển thành hàng tuần .,negative,training_program,train,UIT-VSFC,mong môn thực_hành cách tuần chuyển thành hàng tuần
giải đáp thắc mắc cho các bạn sinh viên .,positive,lecturer,train,UIT-VSFC,giải_đáp thắc_mắc sinh_viên
chúc thầy tràn đầy sức khỏe và giảng dạy thật tốt trong các kỳ tiếp theo !,positive,lecturer,train,UIT-VSFC,chúc thầy tràn_đầy sức khỏe giảng_dạy thật tốt_kỳ tiếp
"môn học không mang tính ứng dụng và thực tế , kiến thức quá chung chung .",negative,training_program,train,UIT-VSFC,môn_học không mang tính ứng_dụng thực_tế kiến_thức quá chung_chung
"một số vấn đề sinh viên thắc mắc đăng lên course thường được giảng viên trả lời chậm , và thường không trả lời luôn .",negative,lecturer,train,UIT-VSFC,số vấn_đề sinh_viên thắc_mắc đăng lên course thường giảng_viên trả_lời chậm thường không trả_lời luôn
phương pháp giảng dạy giúp sinh viên nắm bắt được nhiều lỗi sai trong bài .,positive,lecturer,train,UIT-VSFC,phương_pháp giảng_dạy giúp sinh_viên nắm_bắt nhiều lỗi sai bài
bài học liên quan tới thực tế .,positive,lecturer,train,UIT-VSFC,bài_học liên_quan tới thực_tế
giảng viên thường xuyên đưa bài tập lên bảng để vừa giảng vừa tạo ra cuộc thảo luận .,positive,lecturer,train,UIT-VSFC,giảng_viên thường_xuyên đưa bài_tập lên bảng vừa giảng vừa tạo cuộc thảo_luận
"cô rất dễ thương , cho điểm khách quan , cô giúp em nhớ lại nhiều kiến thức .",positive,lecturer,train,UIT-VSFC,cô dễ thương_điểm khách_quan cô giúp nhớ nhiều kiến_thức
"slide môn học một số phần dịch từ tiếng anh khó hiểu , không rõ ràng .",negative,training_program,train,UIT-VSFC,slide môn_học số phần dịch tiếng anh khó hiểu không rõ_ràng
thầy cho bài tập về nhà hàng tuần .,neutral,lecturer,train,UIT-VSFC,thầy bài_tập nhà_hàng tuần
cho cái nhìn về môi trường bên ngoài doanh nghiệp .,positive,training_program,train,UIT-VSFC,cái nhìn môi_trường bên ngoài doanh_nghiệp
